Word,Predictions,Generated Words,Final Score,Count Words,Missed Predictions,Predicted True Count,Success Out of True,Success Out of False
Twitch,"{'camera': True, 'computer games': True, 'gaming': True, 'steaming': False}","['games', 'streaming', 'gaming', 'entertainment', 'community']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Twitter,"{'facebook': False, 'bird': True, 'blue': False, 'short': True, 'social network': True}","['microblogging', 'social media', 'tweets', 'hashtag', 'follow']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Update,"{'application': True, 'downloads': True, 'new version': True, 'software': True}","['news', 'software', 'information', 'fix', 'refresh']",25.00 %,4,75.00 %,4,25.00 %,
viral,"{'clicks': True, 'famous': False, 'likes': True, 'social network': True, 'views': True}","['video', 'trend', 'meme', 'share', 'spread']",20.00 %,5,100.00 %,4,0.00 %,100.00 %
Virus,"{'computer': True, 'dangerous': True, 'malware': True, 'trojan': True}","['computer', 'infection', 'illness', 'malware', 'pandemic']",50.00 %,4,50.00 %,4,50.00 %,
VPN,"{'ip address': False, 'anonymous': True, 'connection': True, 'networks': True}","['security', 'refreshing', 'anonymous', 'private', 'connection']",75.00 %,4,50.00 %,3,66.67 %,100.00 %
Webcam,"{'skype': False, 'zoom': False, 'camera': True, 'streaming': True, 'video': True}","['video', 'streaming', 'chat', 'live', 'surveillance']",80.00 %,5,60.00 %,3,66.67 %,100.00 %
WhatsApp,"{'chat': True, 'facebook': False, 'signal': False, 'green': False, 'messages': True}","['messaging', 'chat', 'group', 'private', 'instant']",80.00 %,5,80.00 %,2,50.00 %,100.00 %
Wikipedia,"{'google': False, 'encyclopedia': True, 'knowledge': True, 'non profit': False, 'research': True}","['encyclopedia', 'free', 'information', 'knowledge', 'open-source']",80.00 %,5,60.00 %,3,66.67 %,100.00 %
YouTube,"{'google': False, 'streamer': True, 'streaming': True, 'uploads': True, 'videos': True}","['videos', ' animations', 'advertisements', 'monetization', 'community']",40.00 %,5,80.00 %,4,25.00 %,100.00 %
